Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,text,preview_date,home_team,away_team,url
E0,2013-01-13,arsenal,man city,0,2,A,0,2,A,M Dean,9,16,4,9,11,18,2,7,2,4,1,1,2.63,3.5,2.8,2.55,3.4,2.65,2.55,3.4,2.65,2.65,3.3,2.5,2.7,3.4,2.5,2.63,3.48,2.83,2.7,3.0,2.8,2.6,3.5,2.63,2.6,3.5,2.8,2.6,3.25,2.7,40,2.75,2.59,3.5,3.37,2.83,2.69,39,1.8,1.71,2.2,2.12,24,0.0,1.93,1.86,2.08,1.99,2.85,3.44,2.65,"Premier League visits to Arsenal have become a bind for Manchester City. The champions have not as much as scored at the Emirates in the league since DaMarcus Beasley's consolation six years ago, while their last top-flight win at the club was back in 1975 when Asa Hartford, Joe Royle and Rodney Marsh scored. Repeat that success and £62 a ticket might actually feel like a bargain as they attempt to stay in touch with Manchester United at the top. The hosts' ambitions are more sobering but they will need to respond if they start the day seven points off the Champions League places. Dominic Fifield",2013-01-11,arsenal,man city,https://www.theguardian.com/football/2013/jan/11/arsenal-manchester-city-squad-sheets
E0,2013-01-13,man united,liverpool,2,1,H,1,0,H,H Webb,15,12,10,5,14,16,3,1,1,4,0,0,1.91,3.8,4.2,1.8,3.8,4.1,1.8,3.8,4.1,1.75,3.6,4.3,1.83,3.75,4.0,1.95,3.71,4.2,1.95,3.3,4.0,1.73,3.8,4.5,1.95,3.6,4.3,1.83,3.6,4.2,40,1.95,1.87,3.8,3.64,4.5,4.06,30,1.63,1.58,2.48,2.31,23,-0.5,1.95,1.9,2.03,1.97,2.06,3.64,3.79,"Liverpool have not won a single game this season when they have faced teams from the top half of the table, losing five and drawing five. They are, however, in decent form as they prepare to renew hostilities with the Premier League leaders and a match that pits together the two most formidable strikers in the top division, Robin van Persie versus Luis Suárez. Wayne Rooney is still injured, according to Sir Alex Ferguson, while Daniel Sturridge is on standby for his first league appearance for Liverpool since signing from Chelsea. Sturridge, one imagines, has already endeared himself to his new club by describing them as the biggest in English football. Yet the two sides begin with a 21-point difference in United's favour. Daniel Taylor",2013-01-11,man united,liverpool,https://www.theguardian.com/football/2013/jan/11/manchester-united-liverpool-squad-sheets
E0,2013-01-16,chelsea,southampton,2,2,D,2,0,H,M Oliver,19,7,10,3,10,11,4,3,1,0,0,0,1.25,6.5,15.0,1.23,6.25,11.0,1.23,6.25,11.0,1.25,5.5,10.3,1.25,6.0,10.0,1.25,6.76,14.45,1.25,5.5,12.0,1.25,5.8,12.0,1.25,6.25,15.0,1.22,6.0,13.0,39,1.26,1.23,7.0,6.15,15.0,12.61,28,1.52,1.48,2.8,2.56,25,-2.0,2.19,2.11,1.81,1.76,1.22,7.4,15.54,,,,,
E0,2013-01-19,liverpool,norwich,5,0,H,2,0,H,M Oliver,17,5,10,3,10,8,10,4,1,1,0,0,1.33,5.5,10.5,1.3,5.25,9.75,1.3,5.25,9.75,1.33,4.8,8.3,1.33,5.0,8.5,1.33,5.75,10.52,1.36,4.5,9.0,1.33,5.0,9.5,1.33,5.75,10.0,1.33,5.0,9.0,40,1.36,1.31,5.75,5.25,11.0,9.66,30,1.57,1.51,2.72,2.48,25,-1.5,1.91,1.86,2.1,2.0,1.34,5.54,10.7,"Liverpool need to start as they finished at Old Trafford and that should mean an Anfield debut for new £12m signing Daniel Sturridge, who will become the first player since Ray Kennedy in 1974 to score in his first three appearances for the club should he convert against Norwich. Brendan Rodgers also has a decision to make on Joe Allen in midfield and whether the time is right to rest Raheem Sterling. After a 10-game unbeaten run, Norwich have lost four and drawn one of their last five league games and have won away from home only once this season. Andy Hunter",2013-01-18,liverpool,norwich,https://www.theguardian.com/football/2013/jan/18/liverpool-norwich-city-squad-sheets
E0,2013-01-19,man city,fulham,2,0,H,1,0,H,J Moss,20,3,11,0,12,6,1,2,1,2,0,0,1.25,6.5,14.0,1.23,6.0,11.5,1.23,6.0,11.5,1.22,5.5,12.0,1.25,6.0,10.0,1.25,6.66,13.84,1.29,5.0,11.0,1.22,6.25,13.0,1.25,6.5,13.0,1.22,6.0,13.0,40,1.29,1.24,6.66,5.96,14.0,12.12,28,1.52,1.46,2.8,2.61,24,-1.75,1.92,1.88,2.04,1.98,1.24,6.7,15.4,"Here is the champions' first chance to put pressure on Manchester United, with a win against Fulham cutting the leaders' advantage to four points until Sir Alex Ferguson's men kick-off at Tottenham Hotspur late on Sunday afternoon. Last week's heartening 2-0 win at Arsenal, Manchester City's first league outing in the absence of Yaya Touré, who is on Africa Cup of Nations duty, showed their resolve. Fulham are 23 points behind the hosts and have won only twice away all season, so this match should end with only one result. Jamie Jackson",2013-01-18,man city,fulham,https://www.theguardian.com/football/2013/jan/18/manchester-city-fulham-squad-sheets
E0,2013-01-19,newcastle,reading,1,2,A,1,0,H,A Marriner,15,6,10,2,9,10,6,2,2,3,0,0,1.75,4.0,5.0,1.72,3.75,4.6,1.72,3.75,4.6,1.8,3.5,4.2,1.8,3.75,4.2,1.75,3.96,5.08,1.73,3.5,5.0,1.73,3.75,4.5,1.8,3.9,4.6,1.8,3.4,4.75,40,1.8,1.74,4.0,3.72,5.1,4.7,37,1.78,1.72,2.22,2.09,24,-0.75,1.97,1.93,1.99,1.94,1.68,3.87,5.95,"Alan Pardew and Brian McDermott once worked together at Reading where Pardew, then the Berkshire club's manager, made McDermott his chief scout. ""Alan paid me about £2.50 an hour, so he got his money's worth,"" joked McDermott who, having graduated to his mentor's old job, now brings Reading to Tyneside for what Pardew has dubbed ""a relegation six-pointer"". Danny Guthrie, formerly of Newcastle, will be anxious to prove a point in visiting colours. Pardew, meanwhile, says he ""loves Brian to bits"" but such affection could be tested should Reading depart with a point or three. Louise Taylor",2013-01-18,newcastle,reading,https://www.theguardian.com/football/2013/jan/18/newcastle-united-reading-squad-sheets
E0,2013-01-19,swansea,stoke,3,1,H,0,0,D,M Dean,12,7,6,2,11,9,7,6,0,0,0,0,2.2,3.4,3.6,2.1,3.4,3.4,2.1,3.4,3.4,2.0,3.3,3.6,2.15,3.2,3.5,2.17,3.42,3.74,2.25,3.2,3.3,2.05,3.3,3.8,2.25,3.3,3.6,2.1,3.25,3.5,40,2.25,2.17,3.4,3.27,3.8,3.46,37,2.26,2.16,1.75,1.68,24,-0.25,1.89,1.86,2.07,2.01,2.25,3.18,3.75,"Tony Pulis will be keen to guide Stoke back to winning ways with the team having picked up just one victory from their past seven games. That task will not be easy, however, given Stoke face a Swansea side who have tasted defeat at home just twice all season and are sure to be fresh given many of the players who were rested for Wednesday's 1-0 FA Cup defeat at Arsenal are likely to return for this one. Only one point and one place separates these teams and, for the winner, a Europa League spot should be firmly in sight. Ryan Grant",2013-01-18,swansea,stoke,https://www.theguardian.com/football/2013/jan/18/swansea-city-stoke-city-squad-sheets
E0,2013-01-19,west brom,aston villa,2,2,D,0,2,A,L Probert,25,11,9,7,8,10,8,8,3,3,0,0,1.75,4.0,5.0,1.72,3.8,4.5,1.72,3.8,4.5,1.8,3.5,4.2,1.72,3.75,4.5,1.79,3.78,5.05,1.75,3.4,5.0,1.73,3.8,4.8,1.75,3.8,5.4,1.67,3.75,5.0,40,1.8,1.73,4.0,3.67,5.3,4.84,39,1.89,1.81,2.06,1.97,24,-0.75,2.04,1.97,1.96,1.89,1.93,3.57,4.43,"It has been a difficult start to the new year for both of these teams. Having surpassed expectation earlier in the season, West Bromwich Albion have slumped to three straight defeats, including last week's late, surprise collapse at Reading. Their problems seem relatively small compared to those at Aston Villa, however, with Paul Lambert's side having not won since mid-December. The visitors could at least be boosted by the return of defender Ron Vlaar. Maximum points would certainly be much welcomed from both camps. Ryan Grant",2013-01-18,west brom,aston villa,https://www.theguardian.com/football/2013/jan/18/west-brom-aston-villa-squad-sheets
E0,2013-01-19,west ham,qpr,1,1,D,0,1,A,H Webb,22,9,13,6,6,11,12,2,1,0,0,0,2.1,3.5,3.75,2.0,3.5,3.6,2.0,3.5,3.6,2.0,3.3,3.6,2.1,3.3,3.5,2.05,3.62,3.9,2.1,3.1,3.8,2.1,3.3,3.6,2.1,3.6,3.75,2.0,3.25,3.8,40,2.1,2.05,3.62,3.36,3.95,3.69,39,2.08,1.97,1.88,1.82,22,-0.5,2.08,2.02,1.88,1.85,2.11,3.42,3.93,"Queens Park Rangers looked dead and buried after their 3-0 home defeat by Liverpool three weeks ago, but since then they have beaten Chelsea, drawn with Tottenham, reached the fourth round of the FA Cup and pipped Newcastle United to the £8m signing of Loïc Rémy from Marseille. The 26-year-old France striker is likely to go straight into the starting line-up at Upton Park, where West Ham have been strong this season. Home fans be warned, however – Harry Redknapp has an excellent record against his old club. Jacob Steinberg",2013-01-18,west ham,qpr,https://www.theguardian.com/football/2013/jan/18/west-ham-qpr-squad-sheets
E0,2013-01-19,wigan,sunderland,2,3,A,1,3,A,A Taylor,20,10,11,5,10,16,9,0,3,2,0,0,2.15,3.4,3.8,2.1,3.25,3.6,2.1,3.25,3.6,2.15,3.3,3.2,2.15,3.3,3.4,2.13,3.52,3.74,2.15,3.1,3.6,2.1,3.4,3.5,2.2,3.4,3.6,2.15,3.4,3.25,40,2.16,2.11,3.52,3.34,3.85,3.53,39,2.18,2.03,1.83,1.77,24,-0.25,1.86,1.83,2.11,2.05,2.15,3.3,3.93,"Wigan are looking for the three points that could put daylight between themselves and the relegation zone. Roberto Martínez's side sit just one place above Aston Villa in 18th and while buoyed by last week's 1-1 draw at Fulham, the long-term injury suffered by defenderIvan Ramis during the same match has made their task of surviving the drop more difficult. Sunderland travel to the DW Stadium encouraged by last week's 3-0 home victory over West Ham but will be eager to forget their FA Cup third-round exit to Bolton on Tuesday. Rory O'Reilly",2013-01-18,wigan,sunderland,https://www.theguardian.com/football/2013/jan/18/wigan-athletic-sunderland-squad-sheets
E0,2013-01-20,chelsea,arsenal,2,1,H,2,0,H,M Atkinson,13,12,8,8,10,11,3,9,2,1,0,0,1.91,3.6,4.0,1.91,3.4,4.0,1.91,3.4,4.0,1.9,3.45,3.8,1.83,3.75,4.0,2.0,3.65,4.06,1.95,3.3,4.0,1.83,3.8,4.0,2.0,3.75,3.8,1.75,3.75,4.33,40,1.98,1.9,3.8,3.58,4.33,3.99,37,1.71,1.66,2.34,2.18,24,-0.75,2.3,2.2,1.8,1.71,2.04,3.64,3.88,"Home games are feeling like ordeals for Chelsea's players and their interim first-team manager. Aside from the poisonous atmosphere that has persisted throughout Rafael Benítez's spell at the club, the hosts have won only one of his six domestic games to date, with the team appearing on edge far too often at Stamford Bridge. Arsenal will at least not arrive intent merely on blanket defence, which should present space in which to play, but the visitors won 5-3 in this arena last term. Quite how the locals would respond to a similar drubbing this time around does not bear thinking. Dominic Fifield",2013-01-18,chelsea,arsenal,https://www.theguardian.com/football/2013/jan/18/chelsea-arsenal-squad-sheets
E0,2013-01-20,tottenham,man united,1,1,D,0,1,A,C Foy,23,6,18,4,7,14,9,4,1,4,0,0,2.9,3.6,2.5,2.85,3.6,2.3,2.85,3.6,2.3,2.9,3.3,2.3,3.0,3.5,2.25,2.86,3.65,2.52,3.0,3.0,2.5,3.0,3.5,2.3,2.88,3.6,2.5,3.0,3.4,2.3,40,3.1,2.86,3.65,3.41,2.55,2.42,37,1.7,1.64,2.36,2.22,22,0.0,2.2,2.07,1.86,1.78,3.02,3.6,2.41,"André Villas-Boas has not had a better moment in English football than Tottenham's 3-2 win at Old Trafford in September. It was their first victory over Sir Alex Ferguson's side in 27 attempts and gives them the opportunity to record their first double over United since the 1989-90 season. Spurs, however, have to make do without Emmanuel Adebayor, whose involvement in the Africa Cup of Nations leaves them with only one senior striker in Jermain Defoe. United, in contrast, have their full quartet of forwards available now Wayne Rooney is back from his knee injury. Whether Rooney is allowed to remain on penalty-taking duty is another matter after five misses so far this season. Daniel Taylor ",2013-01-18,tottenham,man united,https://www.theguardian.com/football/2013/jan/18/tottenham-hotspur-manchester-united-squad-sheets
E0,2013-01-21,southampton,everton,0,0,D,0,0,D,N Swarbrick,14,10,11,7,14,11,10,6,2,1,0,0,3.6,3.5,2.05,3.9,3.5,1.91,3.9,3.5,1.91,3.6,3.3,2.0,3.5,3.3,2.1,3.93,3.6,2.05,4.0,3.2,2.0,3.5,3.6,2.05,3.8,3.6,2.05,3.6,3.5,2.0,40,4.11,3.7,3.6,3.42,2.1,2.02,39,1.87,1.78,2.1,2.03,22,0.5,1.89,1.85,2.1,2.01,3.79,3.44,2.14,"Southampton's supporters who can beat the snow to attend Monday's tricky visit of Everton will still be baffled that they are not witnessing a team selected by Nigel Adkins. They are likely to be in open revolt, too, at the change in the dugout, with Mauricio Pochettino an unknown quantity charged with maintaining the team's encouraging recent form. Two defeats in 12 league games hardly suggests crisis, while a midweek draw at Chelsea would not normally be considered a sackable offence. Everton, competing for Champions League qualification, will provide a stern test of the new man's credentials. Dominic Fifield",2013-01-18,southampton,everton,https://www.theguardian.com/football/2013/jan/18/southampton-everton-squad-sheets
E0,2013-01-23,arsenal,west ham,5,1,H,1,1,D,A Marriner,23,7,17,5,9,10,13,5,0,1,0,0,1.44,4.75,8.0,1.44,4.1,7.75,1.44,4.1,7.75,1.4,4.4,7.3,1.44,4.5,7.0,1.48,4.63,7.81,1.44,4.2,7.5,1.4,4.8,8.0,1.45,4.75,7.0,1.44,4.33,7.5,40,1.48,1.44,4.8,4.38,8.0,7.34,39,1.75,1.67,2.3,2.17,23,-1.0,1.81,1.77,2.2,2.11,1.52,4.4,7.5,,,,,
E0,2013-01-29,aston villa,newcastle,1,2,A,0,2,A,M Dean,10,10,4,7,16,9,3,4,5,2,0,0,2.9,3.4,2.6,2.85,3.2,2.5,2.85,3.2,2.5,2.4,3.3,2.75,2.8,3.1,2.62,2.86,3.43,2.64,2.75,3.0,2.7,2.63,3.4,2.75,2.88,3.4,2.62,2.7,3.3,2.6,41,2.9,2.75,3.41,3.3,2.75,2.6,40,2.0,1.91,1.95,1.89,24,0.0,2.05,1.97,1.91,1.88,2.81,3.35,2.73,,,,,
E0,2013-01-29,qpr,man city,0,0,D,0,0,D,P Dowd,5,15,3,7,9,9,2,10,2,2,0,0,7.5,4.5,1.5,7.0,4.4,1.44,7.0,4.4,1.44,5.6,3.9,1.55,6.5,4.33,1.44,7.48,4.78,1.48,7.0,4.0,1.5,7.0,4.33,1.5,7.0,4.6,1.5,7.0,4.33,1.44,41,8.1,7.3,4.82,4.41,1.55,1.45,40,1.78,1.68,2.36,2.16,27,1.0,2.28,2.19,1.75,1.72,7.98,4.59,1.48,,,,,
E0,2013-01-29,stoke,wigan,2,2,D,1,0,H,M Jones,9,11,4,6,12,10,0,1,1,1,0,0,2.2,3.3,3.75,2.05,3.3,3.6,2.05,3.3,3.6,2.0,3.3,3.6,2.1,3.2,3.6,2.18,3.32,3.84,2.2,3.1,3.6,2.0,3.4,4.0,2.2,3.3,3.75,2.1,3.4,3.5,41,2.23,2.12,3.4,3.26,4.0,3.65,40,2.4,2.26,1.7,1.63,25,-0.25,1.89,1.85,2.09,2.04,2.31,3.29,3.49,,,,,
E0,2013-01-29,sunderland,swansea,0,0,D,0,0,D,A Marriner,4,18,2,8,11,11,3,4,1,2,0,0,2.5,3.4,3.0,2.55,3.25,2.75,2.55,3.25,2.75,2.2,3.3,3.1,2.5,3.1,2.9,2.52,3.31,3.11,2.5,3.0,3.0,2.4,3.3,3.0,2.6,3.3,2.9,2.4,3.3,2.88,40,2.6,2.45,3.4,3.26,3.1,2.96,39,2.2,2.06,1.8,1.75,23,0.0,1.83,1.75,2.24,2.13,2.62,3.34,2.94,,,,,
E0,2013-01-30,arsenal,liverpool,2,2,D,0,1,A,K Friend,14,10,6,5,9,11,8,6,3,1,0,0,2.4,3.5,3.1,2.4,3.2,3.0,2.4,3.2,3.0,2.2,3.3,3.1,2.2,3.5,3.1,2.37,3.56,3.14,2.4,3.1,3.1,2.3,3.4,3.25,2.45,3.5,3.0,2.3,3.4,3.0,41,2.41,2.33,3.57,3.36,3.25,3.02,39,1.76,1.7,2.26,2.13,23,-0.25,2.06,2.01,1.9,1.86,2.17,3.5,3.64,,,,,
E0,2013-01-30,everton,west brom,2,1,H,2,0,H,M Oliver,11,7,4,4,9,14,5,2,0,2,0,0,1.6,4.1,6.5,1.53,4.1,6.0,1.53,4.1,6.0,1.6,3.7,5.4,1.61,3.75,5.5,1.56,4.3,6.73,1.6,4.2,5.0,1.62,4.0,5.5,1.62,4.3,5.75,1.57,3.8,6.0,40,1.62,1.58,4.28,3.95,6.74,5.84,36,1.74,1.67,2.3,2.16,27,-1.0,2.09,1.98,1.95,1.88,1.56,4.26,6.75,,,,,
E0,2013-01-30,fulham,west ham,3,1,H,1,0,H,C Foy,13,8,6,4,8,9,2,8,2,0,0,0,2.2,3.5,3.5,2.15,3.4,3.3,2.15,3.4,3.3,2.0,3.3,3.6,2.2,3.25,3.3,2.2,3.54,3.51,2.2,3.2,3.4,2.1,3.6,3.4,2.25,3.5,3.4,2.15,3.4,3.3,41,2.22,2.16,3.6,3.38,3.6,3.34,40,1.89,1.83,2.09,1.97,25,-0.25,1.91,1.88,2.03,1.99,2.49,3.36,3.11,,,,,
E0,2013-01-30,man united,southampton,2,1,H,2,1,H,L Mason,11,21,7,10,10,10,4,8,2,1,0,0,1.25,6.5,14.0,1.2,7.0,11.5,1.2,7.0,11.5,1.15,7.0,15.0,1.2,6.5,12.0,1.25,7.02,13.41,1.25,6.0,11.0,1.2,7.0,15.0,1.22,7.0,13.0,1.22,6.5,11.0,41,1.25,1.22,7.1,6.41,15.0,12.12,30,1.42,1.36,3.25,3.01,25,-2.0,2.15,2.06,1.87,1.81,1.25,7.0,12.76,,,,,
E0,2013-01-30,norwich,tottenham,1,1,D,1,0,H,N Swarbrick,8,12,4,7,13,14,3,6,4,1,0,0,4.75,3.75,1.83,4.6,3.6,1.75,4.6,3.6,1.75,4.0,3.45,1.85,4.5,3.5,1.8,4.65,3.79,1.85,4.5,3.3,1.85,4.5,3.8,1.8,4.5,3.75,1.83,4.5,3.5,1.8,41,4.75,4.38,3.8,3.57,1.85,1.82,40,1.87,1.78,2.1,2.02,24,0.75,1.85,1.81,2.11,2.07,4.2,3.67,1.96,,,,,
E0,2013-01-30,reading,chelsea,2,2,D,0,1,A,M Halsey,5,14,2,5,8,20,0,6,1,2,0,0,7.5,4.5,1.5,7.25,4.2,1.45,7.25,4.2,1.45,6.1,4.0,1.5,6.5,4.0,1.5,7.52,4.72,1.48,7.0,4.0,1.5,7.5,4.5,1.44,6.5,4.6,1.5,6.0,4.33,1.5,41,7.54,6.73,4.75,4.33,1.5,1.48,35,1.65,1.58,2.5,2.33,26,1.0,2.25,2.14,1.78,1.74,6.03,4.29,1.61,,,,,
E0,2013-02-02,arsenal,stoke,1,0,H,0,0,D,C Foy,15,6,9,2,3,13,11,1,0,3,0,0,1.44,4.5,9.0,1.42,4.2,8.25,1.42,4.2,8.25,1.45,4.0,7.0,1.4,4.33,8.0,1.43,4.68,9.15,1.44,3.8,9.0,1.44,4.5,7.5,1.45,4.6,8.0,1.44,4.0,8.0,40,1.45,1.4,4.87,4.45,9.91,8.43,37,1.82,1.74,2.2,2.08,25,-1.0,1.65,1.6,2.54,2.41,1.41,4.76,9.98,"Burger salesmen may be quaking in their boots in north London as Nacho Monreal arrives at the Emirates, potentially sparking a new craze in half-time snacks. The Spaniard may go straight into the team in place of the much-maligned André Santos, while Mikel Arteta could also return. Although the perils of the Britannia Stadium may have caught the Gunners out in the past they have won their past 10 meetings with Stoke at home dating back to 1981. The Potters are without a win in five and have just one victory away from home all season. Phil Haigh",2013-02-01,arsenal,stoke,https://www.theguardian.com/football/2013/feb/01/arsenal-stoke-city-squad-sheets
E0,2013-02-02,everton,aston villa,3,3,D,1,2,A,M Jones,22,8,13,4,6,23,15,2,1,4,0,0,1.4,5.0,9.0,1.35,4.6,9.25,1.35,4.6,9.25,1.42,4.4,7.2,1.4,4.33,7.5,1.37,5.13,10.25,1.4,4.2,9.0,1.4,4.5,8.0,1.4,5.0,9.0,1.36,4.5,9.0,38,1.42,1.38,5.05,4.63,10.0,8.7,35,1.73,1.66,2.32,2.2,24,-1.5,2.13,2.08,1.85,1.8,1.37,5.11,10.15,"A home defeat by Newcastle in midweek, combined with draws for Reading and Wigan, conspired to send Aston Villa to 19th place but manager Paul Lambert stuck to his philosophy of recruiting youngsters as the January transfer window closed. Whether the likes of Simon Dawkins and Yacouba Sylla can revive the visitors' season remains to be seen. While Everton also opted for an unproven player in the form of John Stones, David Moyes has the advantage of being able to count on experienced players at the club to help the 18-year-old develop, something that Lambert appears to be sorely lacking. Rich Flower",2013-02-01,everton,aston villa,https://www.theguardian.com/football/2013/feb/01/everton-aston-villa-squad-sheets
E0,2013-02-02,fulham,man united,0,1,A,0,0,D,K Friend,15,13,8,8,8,15,5,8,1,1,0,0,5.5,4.2,1.65,5.5,4.1,1.57,5.5,4.1,1.57,5.6,3.75,1.57,6.0,3.75,1.57,5.73,4.24,1.64,5.5,3.6,1.67,6.15,4.0,1.47,5.4,4.2,1.65,6.0,3.75,1.62,39,6.25,5.52,4.35,3.99,1.65,1.6,26,1.67,1.6,2.46,2.28,26,1.0,1.89,1.81,2.12,2.05,7.2,4.4,1.53,"A hamstring injury has robbed Fulham fans of seeing their new hero Dimitar Berbatov face his former employers, leaving Hugo Rodallega with the bulk of the goalscoring responsibility. Goals look a likely prospect as United have managed only five clean sheets this season while Fulham have only four. Wayne Rooney is finding the back of the net again, meaning he and Robin van Persie will be looking to savage Fulham's soft underbelly. Home fans look forward to seeing the Holland international Urby Emanuelson, who is set to make his debut on the left wing. Phil Haigh",2013-02-01,fulham,man united,https://www.theguardian.com/football/2013/feb/01/fulham-manchester-united-squad-sheets
E0,2013-02-02,newcastle,chelsea,3,2,H,1,0,H,H Webb,19,12,13,6,11,5,5,4,2,3,0,0,4.0,3.6,2.0,3.75,3.7,1.9,3.75,3.7,1.9,4.0,3.45,1.85,3.75,3.5,1.95,4.0,3.6,2.03,4.0,3.2,2.0,4.33,3.75,1.83,4.0,3.5,2.05,3.75,3.5,1.95,40,4.25,3.79,3.6,3.37,2.14,2.02,38,1.81,1.74,2.19,2.08,24,0.25,2.18,2.08,1.84,1.8,4.26,3.65,1.95,"Soupe l'oignon, canard Coquille St-Jacques, sélection de fromages. C'est trop bon! So read the lunchtime menu at Newcastle United's training ground canteen on Thursday. With five new French signings and 14 French-speaking players at the club it is no surprise that Alan Pardew – sorry Alain Pardieu – staged a Gallic themed day ahead of a visit from Chelsea featuring Demba Ba's return to Tyneside. After scoring 29 goals in 54 league appearances for Newcastle, Ba deserves a decent reception but he might not be too well received after defecting south. Expect to see plenty of berets and tricolours among home supporters. Louise Taylor",2013-02-01,newcastle,chelsea,https://www.theguardian.com/football/2013/feb/01/newcastle-united-chelsea-squad-sheets
E0,2013-02-02,qpr,norwich,0,0,D,0,0,D,J Moss,15,14,7,9,6,20,10,8,2,5,0,0,1.95,3.6,4.33,1.91,3.6,3.8,1.91,3.6,3.8,1.95,3.35,3.7,2.0,3.3,3.75,1.95,3.59,4.35,2.0,3.2,4.0,1.91,3.6,4.0,1.95,3.6,4.2,2.0,3.4,3.75,40,2.03,1.97,3.6,3.41,4.25,3.92,37,2.02,1.91,1.96,1.88,23,-0.5,2.03,1.98,1.94,1.88,2.34,3.27,3.52,"Harry Redknapp projects the air of someone who enjoys life's conundrums but selecting a team for this Saturday lunchtime fixture could vex even a man of his nous. This week Ryan Nelsen and Alejandro Faurlín have moved on, four new players have arrived of which at least two – Chris Samba and Yun Suk-young – are lacking match fitness. Redknapp must also reassure Jamie Mackie and Junior Hoilett, whom he tried to sell amid Thursday's self-inflicted day of chaos. Norwich seem serene by comparison, adding Kei Kamara and Luciano Becchio to their forward line. James Callow",2013-02-01,qpr,norwich,https://www.theguardian.com/football/2013/feb/01/qpr-norwich-city-squad-sheets
E0,2013-02-02,reading,sunderland,2,1,H,1,1,D,L Mason,9,10,5,6,12,15,6,8,1,3,0,0,2.5,3.4,3.0,2.4,3.25,2.95,2.4,3.25,2.95,2.3,3.3,2.9,2.4,3.3,2.87,2.52,3.39,3.04,2.38,3.0,2.9,2.4,3.4,3.0,2.55,3.4,3.0,2.4,3.4,2.8,40,2.5,2.42,3.4,3.28,3.12,2.95,37,2.06,1.96,1.91,1.83,24,-0.25,2.16,2.07,1.85,1.81,2.46,3.34,3.18,"Martin O'Neill offered his unequivocal backing to Danny Graham on Friday, as he prepared to thrust the £5m signing straight into the squad. Graham, a childhood Newcastle fan, has made some less than complimentary statements about Sunderland in the past but O'Neill said: ""I have really no doubts that he will score goals and he will prove a great buy."" Reading invested in a new forward of their own recently and now Brian McDermott must decide whether to opt for Nick Blackman or give recent super-sub Adam Le Fondre a start. Rich Flower",2013-02-01,reading,sunderland,https://www.theguardian.com/football/2013/feb/01/reading-sunderland-squad-sheets
E0,2013-02-02,west ham,swansea,1,0,H,0,0,D,L Probert,18,11,9,7,7,9,5,3,1,1,0,0,2.4,3.4,3.2,2.4,3.2,3.0,2.4,3.2,3.0,2.3,3.1,3.1,2.37,3.4,2.87,2.34,3.42,3.33,2.45,3.1,3.0,2.38,3.3,3.13,2.45,3.4,3.1,2.38,3.4,2.88,40,2.45,2.34,3.41,3.29,3.25,3.08,37,2.0,1.9,2.0,1.89,24,-0.25,2.05,2.01,1.91,1.87,2.49,3.38,3.08,"With only two wins in their previous 10 Premier League games, this is a crucial fixture for West Ham, who are seven points above the bottom three. They are boosted both by hanging on to Mohamed Diamé and also the return to fitness of Andy Carroll, who could start after coming off the bench during Wednesday's defeat at Fulham. Swansea, however, are unbeaten in seven and will be no pushovers – Michu will fancy ending a run of five games without a goal against a defence that has conceded 12 times in its past four matches. Jacob Steinberg",2013-02-01,west ham,swansea,https://www.theguardian.com/football/2013/feb/01/west-ham-swansea-city-squad-sheets
E0,2013-02-02,wigan,southampton,2,2,D,1,0,H,A Marriner,5,15,3,7,6,16,8,5,0,2,0,0,2.2,3.5,3.5,2.15,3.4,3.3,2.15,3.4,3.3,2.0,3.3,3.6,2.1,3.3,3.5,2.24,3.53,3.44,2.25,3.1,3.4,2.05,3.5,3.6,2.25,3.4,3.5,2.1,3.4,3.4,40,2.25,2.16,3.59,3.37,3.6,3.38,37,1.88,1.8,2.08,2.0,23,-0.25,1.92,1.88,2.04,1.99,2.25,3.43,3.47,"The returning Paul Scharner is likely to go straight into the Wigan starting lineup as Roberto Martínez's injury problems in defence show little sign of abating. With Arouna Koné at the Africa Cup of Nations and Mauro Boselli out on another loan spell, the home side look short of cover in attack as well. Southampton, with two defeats in their past seven Premier League away matches – at Anfield and Old Trafford, both times by a single goal – can be expected to push Wigan's already stretched resources to the limit. Rich Flower",2013-02-01,wigan,southampton,https://www.theguardian.com/football/2013/feb/01/wigan-athletic-southampton-squad-sheets
