Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,text,preview_date,home_team,away_team,url
E0,2012-12-22,wigan,arsenal,0,1,A,0,0,D,J Moss,13,10,5,8,14,8,4,4,1,1,0,0,4.75,3.75,1.73,4.5,3.9,1.7,4.5,3.9,1.7,4.7,3.6,1.7,4.5,3.75,1.73,4.78,4.12,1.76,5.0,3.4,1.75,4.5,3.8,1.73,5.0,4.0,1.8,4.5,3.75,1.73,41,5.1,4.63,4.14,3.71,1.8,1.73,37,1.7,1.63,2.38,2.24,26,0.75,1.97,1.91,2.0,1.95,4.78,3.86,1.81,"Theo Walcott, whose contract saga continues to rumble on, could again start in a central attacking role for Arsenal at the DW Stadium after scoring in the club's recent 5-2 victory at Reading. Arsène Wenger has no new injury concerns and a win in Saturday's early kick-off would move Arsenal temporarily into third. Roberto Martínez, who Wenger believes has the potential to be a top-four Premier League manager in the future, has a selection dilemma after the defender Adrián López joined Wigan's already lengthy injury list. James Riach",2012-12-21,wigan,arsenal,https://www.theguardian.com/football/2012/dec/21/wigan-athletic-arsenal-squad-sheets
E0,2012-12-23,chelsea,aston villa,8,0,H,3,0,H,P Dowd,24,7,18,4,6,11,8,4,0,0,0,0,1.33,5.5,8.5,1.34,5.0,8.25,1.34,5.0,8.25,1.33,4.8,8.3,1.36,4.5,9.0,1.35,5.52,10.36,1.36,4.5,9.0,1.36,5.0,8.5,1.36,5.25,10.0,1.33,5.0,9.0,39,1.36,1.33,5.7,5.1,10.36,8.97,30,1.59,1.52,2.63,2.43,24,-1.5,2.01,1.95,1.96,1.91,1.35,5.6,9.8,"Victory at Anfield last weekend stretched Aston Villa's unbeaten run to five league games while the striker Christian Benteke has claimed four goals and three assists in his last five appearances to become an important component in Paul Lambert's side. Both he and Andreas Weimann could certainly trouble Chelsea's defence on Sunday. Rafa Benítez's men quelled suggestions of jet-lag with a 5-1 Capital One Cup win over Leeds United in midweek, but the Blues have not picked up three points at Stamford Bridge since the beginning of October. Liz Owen",2012-12-21,chelsea,aston villa,https://www.theguardian.com/football/2012/dec/21/chelsea-aston-villa-squad-sheets
E0,2012-12-23,swansea,man united,1,1,D,1,1,D,M Oliver,14,19,10,16,11,16,3,6,2,4,0,0,5.0,4.0,1.67,5.0,4.0,1.62,5.0,4.0,1.62,5.4,3.7,1.6,5.5,4.0,1.57,5.34,4.06,1.7,5.0,3.6,1.7,5.25,4.0,1.62,5.4,4.0,1.7,5.5,4.0,1.57,41,5.7,5.2,4.2,3.81,1.7,1.65,30,1.62,1.54,2.57,2.38,25,0.75,2.06,2.01,1.9,1.85,4.92,3.97,1.78,"It feels apt that three days after being drawn against Real Madrid in the Champions League, Manchester United should face a team that plays in all white and is managed by Bernabéu great Michael Laudrup. The focus, however, is very much domestic for the visitors as they look to maintain their healthy lead at the top of the table, a task aided by the return of captain Nemanja Vidic to the starting lineup for the first time since September. Swansea could themselves welcome back Michel Vorm, who has been out injured since October. Sachin Nakrani",2012-12-21,swansea,man united,https://www.theguardian.com/football/2012/dec/21/swansea-city-manchester-united-squad-sheets
E0,2012-12-26,aston villa,tottenham,0,4,A,0,0,D,M Clattenburg,4,20,1,16,11,7,2,16,1,0,0,0,3.75,3.5,2.0,3.75,3.5,1.95,3.75,3.5,1.95,3.3,3.3,2.1,3.4,3.5,2.05,3.88,3.63,2.05,3.75,3.2,2.05,3.8,3.5,2.0,3.8,3.6,2.0,3.4,3.5,2.05,41,4.01,3.72,3.63,3.44,2.1,2.01,40,1.96,1.85,2.04,1.95,23,0.25,2.25,2.17,1.78,1.73,4.38,3.64,1.93,,,,,
E0,2012-12-26,everton,wigan,2,1,H,0,0,D,L Mason,17,10,9,6,10,11,11,2,1,3,0,0,1.44,4.5,7.0,1.48,4.1,7.0,1.48,4.1,7.0,1.47,4.0,6.6,1.5,4.2,6.5,1.47,4.59,8.22,1.5,4.2,6.5,1.53,4.0,7.0,1.45,4.5,8.0,1.44,4.33,7.0,41,1.53,1.47,4.6,4.28,8.1,6.95,39,1.77,1.7,2.24,2.12,24,-1.25,2.17,2.07,1.86,1.81,1.62,4.08,6.25,,,,,
E0,2012-12-26,fulham,southampton,1,1,D,1,0,H,M Oliver,10,7,2,3,14,12,3,5,3,0,0,0,1.85,3.6,4.2,1.83,3.75,4.0,1.83,3.75,4.0,1.85,3.45,4.0,1.8,3.6,4.33,1.93,3.7,4.34,1.85,3.3,4.5,1.9,3.8,4.0,1.9,3.7,4.4,1.8,3.6,4.33,41,2.02,1.9,3.8,3.56,4.33,4.02,39,1.8,1.69,2.25,2.14,24,-0.75,2.32,2.19,1.78,1.71,1.98,3.65,4.13,,,,,
E0,2012-12-26,man united,newcastle,4,3,H,1,2,A,M Dean,16,16,10,11,12,16,2,2,3,3,0,0,1.22,6.5,13.0,1.22,6.5,11.0,1.22,6.5,11.0,1.25,5.6,10.0,1.25,6.0,11.0,1.26,6.8,13.15,1.25,5.5,13.0,1.25,6.25,13.0,1.25,6.5,13.0,1.25,6.0,10.0,41,1.27,1.24,6.8,6.13,14.0,11.58,30,1.47,1.41,3.0,2.77,25,-1.75,1.92,1.87,2.05,1.99,1.29,6.2,12.5,,,,,
E0,2012-12-26,norwich,chelsea,0,1,A,0,1,A,J Moss,8,20,4,11,7,7,5,7,1,1,0,0,6.0,3.75,1.62,5.5,4.0,1.57,5.5,4.0,1.57,5.4,3.7,1.6,5.5,3.75,1.62,6.05,4.1,1.63,6.0,3.6,1.62,6.0,3.75,1.62,6.0,4.1,1.62,5.5,4.0,1.62,41,6.6,5.73,4.15,3.9,1.63,1.6,39,1.75,1.69,2.32,2.14,24,0.75,2.2,2.12,1.85,1.77,5.46,4.03,1.69,,,,,
E0,2012-12-26,qpr,west brom,1,2,A,0,1,A,C Foy,18,12,8,6,9,10,14,9,1,0,0,0,2.2,3.4,3.25,2.25,3.3,3.1,2.25,3.3,3.1,2.3,3.3,2.9,2.25,3.3,3.1,2.23,3.48,3.51,2.25,3.1,3.4,2.3,3.25,3.25,2.3,3.4,3.4,2.3,3.4,3.0,41,2.36,2.25,3.5,3.35,3.4,3.19,40,2.04,1.92,1.96,1.88,24,-0.25,2.02,1.96,1.96,1.91,2.38,3.54,3.14,,,,,
E0,2012-12-26,reading,swansea,0,0,D,0,0,D,M Jones,3,10,2,4,14,17,6,4,2,1,0,0,2.9,3.4,2.38,2.9,3.4,2.35,2.9,3.4,2.35,2.75,3.3,2.4,2.7,3.4,2.5,2.99,3.55,2.48,3.0,3.0,2.5,2.9,3.3,2.5,3.0,3.5,2.4,2.8,3.25,2.5,41,3.1,2.88,3.55,3.36,2.5,2.42,40,1.83,1.74,2.16,2.06,23,0.0,2.19,2.11,1.8,1.75,3.04,3.49,2.47,,,,,
E0,2012-12-26,stoke,liverpool,3,1,H,2,1,H,H Webb,7,12,6,6,11,5,6,8,3,1,0,0,3.4,3.2,2.25,3.1,3.2,2.3,3.1,3.2,2.3,2.75,3.3,2.4,3.1,3.25,2.3,3.62,3.24,2.3,3.4,3.1,2.25,3.6,3.1,2.38,3.6,3.2,2.25,3.2,3.25,2.2,41,3.6,3.34,3.3,3.19,2.4,2.26,38,2.49,2.28,1.73,1.61,25,0.25,1.98,1.93,2.0,1.93,4.0,3.31,2.14,,,,,
E0,2012-12-26,sunderland,man city,1,0,H,0,0,D,K Friend,12,19,6,12,14,16,3,7,1,3,0,0,6.5,4.0,1.53,6.5,4.1,1.5,6.5,4.1,1.5,5.6,3.9,1.55,6.0,4.0,1.53,7.26,4.33,1.53,7.5,3.4,1.57,7.0,3.75,1.57,7.5,4.2,1.53,6.0,4.0,1.53,41,7.5,6.64,4.45,3.99,1.57,1.52,40,1.9,1.82,2.1,1.98,26,1.0,2.04,1.98,1.94,1.89,7.25,4.42,1.52,,,,,
E0,2012-12-29,arsenal,newcastle,7,3,H,1,1,D,C Foy,16,10,12,8,8,10,5,6,0,1,0,0,1.44,4.5,7.0,1.45,4.5,6.5,1.45,4.5,6.5,1.5,4.0,6.1,1.45,4.33,7.0,1.43,4.94,8.6,1.44,4.0,8.0,1.44,4.0,8.0,1.45,4.8,8.5,1.44,4.33,7.0,41,1.5,1.42,4.85,4.49,8.45,7.57,36,1.67,1.62,2.5,2.27,26,-1.25,1.95,1.87,2.06,1.99,1.44,4.79,8.25,,,,,
E0,2012-12-29,aston villa,wigan,0,3,A,0,1,A,K Friend,11,9,4,6,16,8,4,3,3,2,0,0,2.4,3.25,3.0,2.35,3.2,3.1,2.35,3.2,3.1,2.2,3.2,3.2,2.3,3.25,3.1,2.49,3.3,3.17,2.4,3.1,3.1,2.4,3.1,3.1,2.45,3.25,3.2,2.25,3.25,3.2,41,2.47,2.37,3.37,3.24,3.25,3.07,40,2.16,2.06,1.82,1.75,26,-0.25,2.11,2.05,1.87,1.82,2.91,3.27,2.7,,,,,
E0,2012-12-29,fulham,swansea,1,2,A,0,1,A,A Marriner,22,10,13,9,14,12,9,8,2,1,0,0,2.1,3.4,3.5,2.05,3.5,3.4,2.05,3.5,3.4,2.2,3.3,3.1,2.1,3.4,3.4,2.13,3.6,3.66,2.15,3.2,3.5,2.15,3.2,3.5,2.15,3.5,3.7,2.1,3.4,3.4,41,2.2,2.09,3.62,3.37,3.75,3.53,40,1.94,1.86,2.04,1.94,26,-0.25,1.84,1.81,2.12,2.06,2.27,3.45,3.41,,,,,
E0,2012-12-29,man united,west brom,2,0,H,1,0,H,J Moss,17,13,14,9,9,7,9,6,1,0,0,0,1.3,5.5,10.0,1.3,5.25,9.25,1.3,5.25,9.25,1.27,5.2,10.0,1.29,5.5,9.5,1.32,5.83,10.97,1.33,4.8,10.0,1.33,4.8,10.0,1.33,5.5,11.0,1.25,5.5,11.0,41,1.34,1.29,6.0,5.49,11.0,9.97,30,1.5,1.45,3.0,2.65,26,-1.5,1.93,1.87,2.06,2.0,1.32,5.78,11.26,,,,,
E0,2012-12-29,norwich,man city,3,4,A,1,2,A,M Jones,13,13,8,9,8,10,4,9,3,1,0,1,6.0,4.0,1.57,6.25,3.75,1.57,6.25,3.75,1.57,5.4,3.7,1.6,5.5,4.0,1.57,6.52,4.35,1.57,6.0,3.6,1.6,6.0,3.6,1.6,6.0,4.2,1.62,5.5,4.0,1.57,41,6.6,6.09,4.36,4.06,1.6,1.55,40,1.84,1.78,2.15,2.03,27,1.0,2.03,1.97,2.01,1.9,7.15,4.45,1.52,,,,,
E0,2012-12-29,reading,west ham,1,0,H,1,0,H,M Oliver,3,11,2,3,17,10,2,2,3,4,0,0,2.88,3.25,2.5,2.8,3.25,2.5,2.8,3.25,2.5,2.6,3.2,2.6,2.6,3.4,2.6,2.95,3.35,2.61,2.7,3.2,2.62,2.7,3.2,2.62,2.9,3.3,2.62,2.62,3.25,2.62,41,2.95,2.77,3.56,3.3,2.63,2.54,40,1.96,1.89,2.05,1.91,24,0.0,2.08,2.01,1.89,1.84,2.92,3.41,2.59,,,,,
E0,2012-12-29,stoke,southampton,3,3,D,1,3,A,M Clattenburg,10,8,8,7,6,9,7,4,1,2,1,0,1.8,3.5,4.75,1.75,3.4,5.0,1.75,3.4,5.0,1.8,3.5,4.2,1.8,3.4,4.5,1.85,3.64,4.9,1.85,3.1,5.0,1.85,3.1,5.0,1.87,3.6,4.8,1.73,3.5,4.75,41,1.9,1.83,3.6,3.43,5.0,4.58,40,2.25,2.1,1.8,1.72,26,-0.75,2.21,2.11,1.82,1.77,1.99,3.51,4.29,,,,,
E0,2012-12-29,sunderland,tottenham,1,2,A,1,0,H,L Mason,9,18,6,14,9,15,3,8,1,3,0,0,3.5,3.4,2.1,3.5,3.4,2.05,3.5,3.4,2.05,3.3,3.3,2.1,3.4,3.4,2.1,3.85,3.55,2.09,3.6,3.1,2.15,3.6,3.1,2.15,3.75,3.4,2.15,3.5,3.25,2.1,41,3.9,3.62,3.55,3.36,2.15,2.07,40,2.09,2.01,1.87,1.79,26,0.25,2.18,2.1,1.81,1.77,3.62,3.34,2.25,,,,,
E0,2012-12-30,everton,chelsea,1,2,A,1,1,D,H Webb,12,15,6,10,14,12,7,7,2,3,0,0,2.88,3.3,2.5,2.9,3.2,2.45,2.9,3.2,2.45,2.65,3.3,2.5,2.8,3.25,2.5,3.0,3.39,2.55,2.8,3.1,2.6,2.8,3.1,2.6,2.9,3.3,2.62,2.75,3.25,2.5,41,3.0,2.86,3.4,3.29,2.61,2.48,40,1.94,1.87,2.04,1.93,24,0.0,2.14,2.06,1.85,1.78,3.16,3.5,2.37,,,,,
E0,2012-12-30,qpr,liverpool,0,3,A,0,3,A,A Taylor,14,16,7,11,10,8,1,9,2,1,0,0,4.0,3.5,1.91,4.0,3.6,1.87,4.0,3.6,1.87,3.8,3.45,1.9,3.75,3.5,1.91,4.1,3.72,1.97,4.0,3.2,2.0,4.0,3.2,2.0,4.0,3.8,1.95,3.8,3.5,1.95,41,4.25,4.0,3.78,3.47,1.96,1.92,40,2.05,1.94,1.98,1.86,22,0.5,2.01,1.95,1.96,1.92,4.57,3.96,1.83,,,,,
E0,2013-01-01,man city,stoke,3,0,H,1,0,H,M Oliver,17,4,9,3,6,9,7,2,2,2,0,0,1.29,5.5,11.0,1.28,5.0,12.0,1.28,5.0,12.0,1.27,5.2,10.0,1.3,5.0,10.0,1.31,5.77,12.1,1.33,4.33,12.0,1.29,5.5,11.0,1.33,5.75,12.0,1.3,5.0,11.0,41,1.33,1.29,5.82,5.38,13.0,10.96,36,1.74,1.64,2.3,2.21,26,-1.5,1.9,1.85,2.09,2.01,1.33,5.17,12.82,,,,,
E0,2013-01-01,southampton,arsenal,1,1,D,1,1,D,L Probert,9,6,6,4,9,6,3,3,2,0,0,0,5.0,3.75,1.7,5.0,3.9,1.65,5.0,3.9,1.65,4.7,3.6,1.7,4.5,3.75,1.73,5.24,4.05,1.71,5.0,3.6,1.7,4.5,4.0,1.73,4.8,4.0,1.7,4.5,3.8,1.73,41,5.2,4.85,4.05,3.82,1.73,1.7,32,1.64,1.59,2.48,2.28,26,0.75,2.01,1.97,1.93,1.89,5.12,4.24,1.7,,,,,
E0,2013-01-01,swansea,aston villa,2,2,D,1,1,D,M Halsey,23,8,13,6,7,15,3,2,0,4,0,0,1.57,4.0,6.0,1.57,4.0,5.5,1.57,4.0,5.5,1.6,3.7,5.4,1.6,3.75,6.0,1.62,4.16,6.2,1.6,3.6,6.0,1.57,4.0,5.8,1.6,4.1,5.75,1.6,3.75,6.0,41,1.62,1.59,4.17,3.95,6.3,5.77,40,1.91,1.83,2.08,1.97,26,-0.75,1.8,1.75,2.22,2.13,1.62,4.09,5.99,,,,,
E0,2013-01-01,tottenham,reading,3,1,H,1,1,D,H Webb,30,7,20,4,9,9,12,3,0,0,0,0,1.33,5.0,10.0,1.34,4.75,9.25,1.34,4.75,9.25,1.35,4.8,7.6,1.3,5.0,10.0,1.35,5.4,10.87,1.36,4.33,10.0,1.36,5.0,8.5,1.36,5.25,9.5,1.33,5.0,9.0,41,1.36,1.34,5.41,4.94,10.92,9.49,32,1.68,1.59,2.5,2.29,25,-1.25,1.8,1.73,2.26,2.17,1.34,5.58,10.47,,,,,
E0,2013-01-01,west brom,fulham,1,2,A,0,1,A,M Dean,17,10,10,5,14,6,10,5,0,0,0,0,2.0,3.5,3.75,1.95,3.4,3.9,1.95,3.4,3.9,2.0,3.3,3.6,2.0,3.4,3.75,2.02,3.63,4.01,2.0,3.3,3.75,2.0,3.5,3.75,2.0,3.6,3.9,2.0,3.4,3.75,41,2.02,2.0,3.65,3.48,4.01,3.73,40,1.91,1.83,2.09,1.97,24,-0.5,2.06,1.99,1.92,1.87,2.0,3.62,4.05,,,,,
E0,2013-01-01,west ham,norwich,2,1,H,2,0,H,M Clattenburg,14,9,8,3,14,7,11,3,0,0,0,0,2.1,3.4,3.5,2.05,3.3,3.6,2.05,3.3,3.6,2.2,3.3,3.1,2.1,3.4,3.4,2.1,3.49,3.89,2.15,3.1,3.6,2.1,3.4,3.5,2.1,3.4,3.6,2.15,3.4,3.3,41,2.2,2.09,3.55,3.39,3.89,3.51,40,1.98,1.87,2.02,1.92,23,-0.5,2.13,2.07,1.85,1.8,2.0,3.54,4.17,,,,,
E0,2013-01-01,wigan,man united,0,4,A,0,2,A,A Marriner,7,14,3,9,13,5,1,6,1,1,0,0,6.0,4.2,1.53,6.25,4.2,1.5,6.25,4.2,1.5,6.1,4.0,1.5,6.0,4.33,1.5,6.13,4.3,1.6,6.0,3.75,1.57,5.5,4.0,1.57,6.5,4.0,1.57,6.0,4.2,1.53,41,6.8,5.96,4.35,4.08,1.6,1.55,31,1.62,1.55,2.52,2.36,26,1.0,1.96,1.88,2.05,1.98,4.88,3.9,1.79,,,,,
E0,2013-01-02,chelsea,qpr,0,1,A,0,0,D,L Mason,23,8,11,5,12,8,14,2,1,1,0,0,1.2,6.5,15.0,1.2,6.25,14.0,1.2,6.25,14.0,1.22,5.5,12.0,1.22,6.0,12.0,1.22,7.2,17.1,1.22,5.5,15.0,1.22,6.0,15.0,1.22,6.5,13.0,1.22,6.0,13.0,41,1.22,1.21,7.2,6.44,17.1,13.66,29,1.53,1.47,2.95,2.6,26,-2.0,2.14,1.99,1.94,1.87,1.29,6.05,12.25,,,,,
E0,2013-01-02,liverpool,sunderland,3,0,H,2,0,H,P Dowd,27,6,16,5,8,5,9,5,0,1,0,0,1.4,4.5,8.5,1.4,4.33,8.25,1.4,4.33,8.25,1.45,4.0,7.0,1.4,4.5,8.0,1.38,5.05,10.25,1.4,4.0,9.5,1.4,4.5,8.0,1.4,5.0,9.0,1.4,4.5,8.0,41,1.45,1.38,5.05,4.63,10.25,8.51,39,1.77,1.72,2.24,2.1,26,-1.25,1.92,1.79,2.18,2.08,1.4,5.09,9.17,,,,,
E0,2013-01-02,newcastle,everton,1,2,A,1,1,D,M Atkinson,14,7,11,6,21,7,4,6,3,2,0,0,3.0,3.4,2.38,2.95,3.25,2.4,2.95,3.25,2.4,2.75,3.3,2.4,2.8,3.4,2.4,3.31,3.5,2.31,3.0,3.2,2.4,2.88,3.5,2.4,3.1,3.4,2.38,3.0,3.3,2.38,41,3.35,3.01,3.5,3.38,2.45,2.33,40,1.87,1.8,2.09,2.0,24,0.0,2.41,2.28,1.73,1.64,3.82,3.46,2.13,,,,,
E0,2013-01-12,aston villa,southampton,0,1,A,0,1,A,M Halsey,16,11,10,4,9,6,9,5,1,1,0,0,2.55,3.5,2.9,2.45,3.25,2.85,2.45,3.25,2.85,2.3,3.3,2.9,2.4,3.3,2.88,2.49,3.46,3.03,2.62,3.1,2.8,2.4,3.4,2.88,2.55,3.3,3.0,2.5,3.25,2.8,40,2.6,2.45,3.48,3.37,3.05,2.84,39,1.91,1.83,2.05,1.96,25,-0.25,2.16,2.07,1.84,1.8,2.66,3.39,2.84,"A bleak Christmas is turning into a bleaker new year for Aston Villa, who now not only find themselves struggling in the league but also on the verge of a shock Capital One Cup semi-final exit following Tuesday's 3-1 defeat to Bradford City. Confidence is low within Paul Lambert's squad but they must rouse themselves for this game given Southampton sit just one point and one place below them in 17th. The hosts could be boosted by the return from injury of Ron Vlaar while Southampton are definitely without defender José Fonte. Sachin Nakrani",2013-01-11,aston villa,southampton,https://www.theguardian.com/football/2013/jan/11/aston-villa-southampton-squad-sheets
E0,2013-01-12,everton,swansea,0,0,D,0,0,D,P Dowd,16,4,8,2,13,9,7,1,1,4,0,0,1.57,4.2,6.5,1.53,4.1,6.0,1.53,4.1,6.0,1.6,3.7,5.4,1.62,3.75,5.5,1.57,4.38,6.5,1.62,3.6,6.0,1.57,3.5,6.0,1.62,4.33,6.5,1.57,3.75,6.0,40,1.62,1.56,4.41,4.05,6.77,5.84,39,1.75,1.71,2.25,2.12,26,-1.0,2.0,1.94,1.99,1.92,1.57,4.37,6.5,"This is a contest involving two buoyant sides, with Everton continuing to look like genuine Champions League contenders having won three of their last four games, and further boosted by Monday's 5-1 FA Cup win against Cheltenham, while Swansea arrive on Merseyside having beaten Chelsea at Stamford Bridge in the Capital One Cup. Another aspect linking these sides is the reported interest in their star players, with Marouane Fellaini and Michu catching the eye of a few leading clubs during the current transfer window. Sachin Nakrani",2013-01-11,everton,swansea,https://www.theguardian.com/football/2013/jan/11/everton-swansea-city-squad-sheets
E0,2013-01-12,fulham,wigan,1,1,D,1,0,H,M Clattenburg,14,15,5,6,8,15,6,8,0,1,0,0,2.05,3.5,4.0,1.91,3.4,4.0,1.91,3.4,4.0,1.9,3.45,3.8,1.95,3.5,3.75,2.05,3.56,3.97,2.05,3.2,3.8,1.91,3.6,4.0,2.05,3.3,4.1,1.91,3.5,3.9,40,2.08,1.97,3.6,3.47,4.1,3.83,39,1.8,1.74,2.2,2.08,23,-0.25,1.8,1.73,2.25,2.16,2.18,3.44,3.68,"Fulham have won five of their past six games against Wigan (drawing the other), before which they had drawn five of their previous six matches against Wigan (winning the other). Wigan's current league form mirrors their recent run against Fulham – one point from six games. ""I do feel the last three games we've played against Fulham we've been very unfortunate,"" insisted Roberto Martínez on Friday, when asked about the apparent jinx against Saturday's opponents. The visitors will miss Arouna Koné, who is at the Africa Cup of Nations. Simon Burnton",2013-01-11,fulham,wigan,https://www.theguardian.com/football/2013/jan/11/fulham-wigan-athletic-squad-sheets
E0,2013-01-12,norwich,newcastle,0,0,D,0,0,D,A Taylor,12,9,3,4,5,6,5,4,0,1,0,0,2.2,3.6,3.4,2.15,3.4,3.25,2.15,3.4,3.25,2.1,3.3,3.3,2.05,3.4,3.4,2.22,3.59,3.43,2.25,3.25,3.25,2.1,3.5,3.25,2.25,3.5,3.5,2.05,3.4,3.5,40,2.25,2.18,3.6,3.39,3.45,3.3,39,1.85,1.76,2.15,2.04,25,-0.25,1.92,1.89,2.02,1.98,2.31,3.6,3.21,"Newcastle head into their first league match since the departure of top-scorer Demba Ba thankful that Papiss Cissé is fit to start after a thigh complaint. The Senegal striker needs to recapture the prolific form he showed after arriving in January last year, when he hit 13 goals in his first 14 appearances, if Alan Pardew's side are to arrest an alarming slide down the table. Norwich will hope that their own talisman, Grant Holt, is able to feature after hamstring trouble, although he too has been less prolific this season than he was in 2011-12. Rich Flower",2013-01-11,norwich,newcastle,https://www.theguardian.com/football/2013/jan/11/norwich-city-newcastle-united-squad-sheets
E0,2013-01-12,qpr,tottenham,0,0,D,0,0,D,L Probert,4,16,1,8,10,7,2,6,1,1,0,0,4.5,3.8,1.85,4.2,3.7,1.8,4.2,3.7,1.8,3.8,3.45,1.9,4.33,3.5,1.83,4.4,3.91,1.86,4.5,3.2,1.91,4.33,3.75,1.8,4.4,3.8,1.85,4.33,3.6,1.8,40,4.65,4.27,3.92,3.64,1.9,1.83,39,1.78,1.72,2.26,2.1,25,0.75,1.88,1.81,2.15,2.06,4.65,3.86,1.83,"Harry Redknapp insisted that revenge will not be on his agenda when his former team meet his current side at Loftus Road on Saturday. ""I won't be thinking: 'It's Tottenham, we have to beat them,'"" said the Rangers manager. ""QPR are my club now, I'm not interested in Tottenham."" Spurs have won seven of their last nine in the Premier League and will be confident of making that record read eight in 10, but QPR stunned Chelsea last time out in the league and could prise themselves from the foot of the table with a point. John Ashdown",2013-01-11,qpr,tottenham,https://www.theguardian.com/football/2013/jan/11/qpr-tottenham-hotspur-squad-sheets
E0,2013-01-12,reading,west brom,3,2,H,0,1,A,K Friend,7,11,7,6,6,13,8,4,1,1,0,0,3.0,3.4,2.5,2.9,3.2,2.45,2.9,3.2,2.45,2.6,3.2,2.6,2.88,3.3,2.4,2.99,3.46,2.52,3.0,3.0,2.5,2.88,3.4,2.4,3.0,3.4,2.55,2.9,3.25,2.4,40,3.05,2.86,3.46,3.34,2.6,2.45,39,1.88,1.82,2.08,1.97,25,0.25,1.82,1.78,2.16,2.1,3.02,3.48,2.49,"West Bromwich Albion have lost their last two games yet remain one win away from a European qualification place, so it is unlikely they will come into this match feeling too low. Steve Clarke's men should certainly believe they can prevail over hosts who remain five points adrift of safety and appear incapable of stringing two wins together. Reading's supporters will be hoping new signings Daniel Carriço and Hope Akpan can improve their fortunes, and that the club's former striker, Shane Long, does not score for the visitors. Sachin Nakrani",2013-01-11,reading,west brom,https://www.theguardian.com/football/2013/jan/11/reading-west-bromwich-squad-sheets
E0,2013-01-12,stoke,chelsea,0,4,A,0,1,A,A Marriner,11,11,5,9,13,9,6,7,1,0,0,0,4.33,3.5,1.95,4.0,3.4,1.91,4.0,3.4,1.91,3.8,3.45,1.9,4.2,3.2,1.95,4.29,3.45,2.01,4.33,3.0,2.0,4.33,3.5,1.9,4.33,3.3,2.0,3.9,3.5,1.91,40,4.4,4.04,3.55,3.4,2.0,1.94,39,2.2,2.07,1.8,1.74,23,0.75,1.71,1.67,2.33,2.25,5.16,3.57,1.83,"John Terry could return after a two-month absence – in which time Chelsea have managed just four clean sheets in 16 games – to take a place on the bench, as Rafael Benítez seeks to end England's last surviving unbeaten home record. He will be aided by the presence of Demba Ba, whose first visit to the Britannia Stadium, two years ago this week, saw him famously fail a medical, leading to Stoke pulling out of a deal to sign him from Hoffenheim. On his second visit, playing for Newcastle last season, he scored a hat-trick. Simon Burnton",2013-01-11,stoke,chelsea,https://www.theguardian.com/football/2013/jan/11/stoke-city-chelsea-squad-sheets
E0,2013-01-12,sunderland,west ham,3,0,H,1,0,H,N Swarbrick,18,9,14,4,10,13,4,6,0,3,0,0,2.38,3.3,3.3,2.3,3.2,3.1,2.3,3.2,3.1,2.2,3.3,3.1,2.25,3.25,3.2,2.41,3.36,3.25,2.4,3.1,3.1,2.25,3.3,3.3,2.38,3.3,3.25,2.25,3.25,3.2,40,2.41,2.31,3.4,3.25,3.34,3.17,39,2.2,2.11,1.78,1.72,25,-0.25,2.07,2.0,1.9,1.86,2.68,3.28,2.92,"The Sunderland goalkeeper Simon Mignolet has made 120 saves this season, the most in the Premier League. West Ham have committed 253 fouls this term, the highest number of any team in England's top division. Statistics can be misleading but those two tell the story of two respective campaigns; while Sunderland's has been spent largely with backs to the wall, Sam Allardyce's players have, typically, fought for every ball. While neutrals will look forward to Joe Cole's appearance in a West Ham shirt once more, home fans are bound to boo Allardyce and Kevin Nolan, a former Newcastle manager and captain respectively. Louise Taylor",2013-01-11,sunderland,west ham,https://www.theguardian.com/football/2013/jan/11/sunderland-west-ham-squad-sheets
