Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,text,preview_date,home_team,away_team,url
E0,2014-08-23,aston villa,newcastle,0.0,0.0,D,0.0,0.0,D,M Dean,9.0,11.0,0.0,4.0,11.0,8.0,7.0,7.0,4.0,0.0,0.0,1.0,2.5,3.4,3.0,2.6,3.25,2.9,2.3,3.3,2.9,2.5,3.3,2.87,2.56,3.36,3.01,2.45,3.25,2.9,2.5,3.25,2.88,2.5,3.3,3.1,51.0,2.65,2.5,3.45,3.27,3.11,2.92,49.0,2.2,2.1,1.8,1.72,29.0,0.0,1.84,1.78,2.16,2.09,2.67,3.33,2.89,"For Aston Villa this fixture represents an opportunity to win the opening two matches of a season for the first time since 1999. Buoyed by last Saturday’s 1-0 win at Stoke, Villa are also boosted by the availability of Carlos Sánchez and Joe Cole, both of whom could make debuts. Newcastle, however, are unbeaten in six games against Villa and did the double over them last season. Siem de Jong is set to make his first appearance and Facundo Ferreyra, on loan from Shakhtar Donetsk, could also feature. Stuart James",2014-08-22,aston villa,newcastle,https://www.theguardian.com/football/2014/aug/22/aston-villa-newcastle-united-match-preview
E0,2014-08-23,chelsea,leicester,2.0,0.0,H,0.0,0.0,D,L Mason,27.0,6.0,10.0,4.0,11.0,11.0,8.0,7.0,0.0,1.0,0.0,0.0,1.2,7.5,17.0,1.25,6.25,12.5,1.22,5.5,12.0,1.22,6.0,13.0,1.21,7.28,17.7,1.22,5.5,15.0,1.2,6.5,13.0,1.22,7.0,17.0,51.0,1.24,1.2,7.8,6.79,18.48,14.59,42.0,1.57,1.52,2.64,2.46,28.0,-2.0,2.13,2.06,1.88,1.8,1.2,7.56,18.26,"José Mourinho may have said it is “difficult” playing newly promoted sides early in the season but his team had few problems overcoming Burnley at Turf Moor on Monday night. Nigel Pearson will be hoping that his Leicester side – beaten only four times away from home in the league last season – can present more of a challenge at Stamford Bridge this afternoon, otherwise it could be another easy three points for Chelsea. Rich Flower",2014-08-22,chelsea,leicester,https://www.theguardian.com/football/2014/aug/22/chelsea-leicester-city-match-preview
E0,2014-08-23,crystal palace,west ham,1.0,3.0,A,0.0,2.0,A,M Clattenburg,9.0,17.0,4.0,8.0,14.0,11.0,6.0,9.0,1.0,3.0,0.0,0.0,2.5,3.3,3.1,2.5,3.0,2.95,2.3,3.3,2.9,2.5,3.1,3.0,2.44,3.25,3.3,2.5,3.2,2.8,2.38,3.2,3.0,2.5,3.2,3.2,51.0,2.52,2.44,3.31,3.18,3.35,3.07,41.0,2.62,2.45,1.61,1.54,26.0,-0.25,2.12,2.07,1.86,1.81,2.62,3.42,2.94,"Crystal Palace will be relieved to get back on the pitch after another week of turmoil. They have not been able to find a replacement for Tony Pulis, their sporting director has left, and Keith Millen will be in caretaker charge again. Yet this is a good opportunity for Palace to secure their first win. They were solid at Selhurst Park last season and did the double over West Ham, who are under pressure after last week’s defeat to Tottenham. Sam Allardyce needs a result. Jacob Steinberg",2014-08-22,crystal palace,west ham,https://www.theguardian.com/football/2014/aug/22/crystal-palace-west-ham-united-match-preview
E0,2014-08-23,everton,arsenal,2.0,2.0,D,2.0,0.0,H,K Friend,8.0,13.0,2.0,3.0,10.0,18.0,3.0,3.0,1.0,4.0,0.0,0.0,2.8,3.4,2.7,2.75,3.25,2.7,2.75,3.3,2.4,2.75,3.25,2.7,2.72,3.45,2.76,2.7,3.1,2.7,2.63,3.25,2.63,2.7,3.4,2.8,50.0,2.82,2.71,3.5,3.3,2.78,2.65,48.0,1.94,1.83,2.08,1.97,24.0,0.0,1.98,1.93,2.0,1.93,2.66,3.48,2.82,"Arsène Wenger has his World Cup winners back for the visit to Goodison Park and the availability of Mesut Özil, Per Mertesacker and Lukas Podolski is timely following a taxing Champions League trip to Istanbul in midweek and the loss of Mikel Arteta to an ankle injury. Arsenal were outplayed and Wenger outthought in a 3-0 defeat at Everton in April, with Romelu Lukaku starring for Roberto Martínez’s side. Goodison will be keen for a repeat from the £28m striker after a subdued opening game at Leicester City. Andy Hunter",2014-08-22,everton,arsenal,https://www.theguardian.com/football/2014/aug/22/everton-arsenal-match-preview
E0,2014-08-23,southampton,west brom,0.0,0.0,D,0.0,0.0,D,R East,8.0,8.0,2.0,2.0,14.0,15.0,1.0,5.0,1.0,2.0,0.0,0.0,1.85,3.7,4.75,1.87,3.75,4.2,1.95,3.35,3.7,1.85,3.5,4.33,1.86,3.76,4.62,1.91,3.2,4.5,1.83,3.4,4.5,1.87,3.7,4.5,50.0,1.95,1.86,3.8,3.52,4.8,4.43,48.0,1.99,1.89,2.02,1.91,24.0,-0.5,1.88,1.85,2.08,2.03,1.68,4.07,5.63,"West Bromwich Albion’s record signing, Brown Ideye, may make his debut in a refreshed strike force that will look to improve on the club’s poor goal tally last season. Georgios Samaras, however, will not be available in time for kick-off. Ronald Koeman, who is also dealing with a much changed forward lineup, will want Southampton to build on their solid but fruitless opening display against Liverpool. Graham Searles",2014-08-22,southampton,west brom,https://www.theguardian.com/football/2014/aug/22/southampton-west-bromwich-albion-match-preview
E0,2014-08-23,swansea,burnley,1.0,0.0,H,1.0,0.0,H,C Pawson,10.0,12.0,5.0,1.0,14.0,13.0,2.0,3.0,2.0,1.0,0.0,0.0,1.65,4.0,6.0,1.7,3.6,5.75,1.7,3.6,4.7,1.66,3.75,5.0,1.64,4.13,5.98,1.67,3.4,6.0,1.62,3.75,5.5,1.65,4.0,6.0,50.0,1.7,1.64,4.11,3.83,6.25,5.65,48.0,1.91,1.84,2.08,1.96,27.0,-1.0,2.15,2.09,1.87,1.79,1.68,3.89,5.99,Swansea City will be looking to maintain their winning streak against Burnley after defeating Manchester United. Swansea’s confidence is reflected by their choice to stick with last week’s winning line-up. Burnley also name an unchanged line-up in their search for their first points of the season. New Swansea signing Federico Fernández is still waiting for international clearance and is unlikely to make his debut. Graham Searles,2014-08-22,swansea,burnley,https://www.theguardian.com/football/2014/aug/22/swansea-city-burnley-match-preview
E0,2014-08-24,hull,stoke,1.0,1.0,D,1.0,0.0,H,J Moss,9.0,19.0,2.0,3.0,10.0,10.0,4.0,5.0,1.0,3.0,1.0,0.0,2.5,3.25,3.2,2.55,3.2,2.95,2.3,3.3,2.9,2.4,3.2,3.2,2.48,3.18,3.31,2.5,3.2,2.8,2.38,3.2,3.0,2.5,3.1,3.3,51.0,2.6,2.44,3.3,3.16,3.31,3.1,42.0,2.7,2.51,1.56,1.5,25.0,0.0,1.71,1.68,2.31,2.22,2.46,3.24,3.28,"The reality of competing on two fronts may hit home for Steve Bruce on Sunday. The Hull manager is expected to make changes to the side that lost 1-0 at Lokeren on Thursday but with Yannick Sagbo banned and Robert Snodgrass injured, he may be stretching his already small squad to the limit. Stoke, conversely, are fully rested and almost no injury concerns – it could be a good day at the KC Stadium for Mark Hughes. Rich Flower",2014-08-22,hull,stoke,https://www.theguardian.com/football/2014/aug/22/hull-city-stoke-city-match-preview
E0,2014-08-24,sunderland,man united,1.0,1.0,D,1.0,1.0,D,M Atkinson,11.0,10.0,3.0,3.0,10.0,15.0,4.0,4.0,0.0,2.0,0.0,0.0,5.0,4.0,1.75,4.4,3.75,1.83,4.9,3.7,1.65,4.5,3.6,1.8,4.95,3.93,1.79,4.5,3.5,1.8,4.8,3.6,1.73,5.0,3.9,1.75,50.0,5.25,4.8,4.0,3.68,1.81,1.76,48.0,1.95,1.86,2.04,1.94,24.0,0.75,1.94,1.89,2.05,1.99,5.54,4.35,1.64,"As Louis van Gaal seeks his first league win with Manchester United, Sunderland aim to inflict further misery on the club. Not content with defeating David Moyes’s side in last season’s Capital One Cup semi-final, Gus Poyet’s players upset Ryan Giggs’s caretakership with a springtime league win at Old Trafford. Even so, Vito Mannone, the home goalkeeper, admits he will be “more happy” if his one time Arsenal team-mate Robin van Persie does not start in attack for the visitors. Louise Taylor",2014-08-22,sunderland,man united,https://www.theguardian.com/football/2014/aug/22/sunderland-manchester-united-match-preview
E0,2014-08-24,tottenham,qpr,4.0,0.0,H,3.0,0.0,H,A Taylor,18.0,9.0,5.0,1.0,12.0,6.0,7.0,6.0,0.0,1.0,0.0,0.0,1.45,4.75,8.0,1.48,4.25,7.75,1.45,4.0,7.0,1.44,4.33,7.5,1.49,4.64,7.5,1.5,4.0,7.0,1.5,4.33,6.5,1.5,4.4,7.5,50.0,1.51,1.46,4.77,4.37,8.2,7.21,49.0,1.83,1.76,2.18,2.03,28.0,-1.0,1.86,1.81,2.2,2.07,1.61,4.2,6.18,"Harry Redknapp makes his first return to White Hart Lane, where he hoisted Tottenham Hotspur from the relegation zone to regular Champions League contenders during almost four years in north London, since his acrimonious divorce from Daniel Levy. His former player Danny Rose has led the calls for the 67-year-old to be granted “a good reception”, though QPR will hope Spurs are sluggish after their Europa League qualifying exploits in Cyprus on Thursday. It is 20 years since Rangers last triumphed across the capital at Spurs. Their new signings, Mauricio Isla and Leroy Fer, should feature. Dominic Fifield",2014-08-22,tottenham,qpr,https://www.theguardian.com/football/2014/aug/22/tottenham-hotspur-queens-park-rangers-match-preview
E0,2014-08-25,man city,liverpool,3.0,1.0,H,1.0,0.0,H,M Oliver,9.0,11.0,4.0,3.0,13.0,7.0,6.0,7.0,1.0,1.0,0.0,0.0,1.85,4.0,4.33,1.87,3.9,4.0,1.85,3.45,4.0,1.85,3.75,4.2,1.83,4.05,4.43,1.85,3.4,4.33,1.83,3.5,4.33,1.85,4.0,4.3,48.0,1.88,1.83,4.1,3.72,4.5,4.26,45.0,1.7,1.61,2.52,2.29,22.0,-0.75,2.1,2.06,1.88,1.83,1.85,4.01,4.35,"This is only the second match of the season yet there is the potential double reward of a title rival being defeated plus crucial momentum achieved. As the deal for Mario Balotelli was not done in time for the forward to be available for Liverpool, Manchester City must surely fancy their chances of finishing Monday evening with all three points, especially as only Alvaro Negredo and Eliaquim Mangala are unavailable to Manuel Pellegrini. Jamie Jackson",2014-08-22,man city,liverpool,https://www.theguardian.com/football/2014/aug/22/manchester-city-liverpool-match-preview
E0,2014-08-30,burnley,man united,0.0,0.0,D,0.0,0.0,D,C Foy,9.0,7.0,3.0,2.0,10.0,14.0,3.0,6.0,2.0,2.0,0.0,0.0,6.0,4.2,1.62,5.75,4.0,1.62,5.6,3.9,1.55,5.5,4.0,1.61,6.11,4.18,1.62,6.5,3.4,1.62,5.75,3.8,1.62,6.25,4.0,1.62,50.0,6.54,5.97,4.27,3.89,1.67,1.6,47.0,2.0,1.91,1.95,1.89,28.0,1.0,1.84,1.79,2.2,2.08,6.84,4.23,1.57,"The order of the day for Manchester United is simple: win. After dropping five of the first six points on offer and being beaten 4-0 by MK Dons in the Capital One Cup, the Louis van Gaal’s team are yet enjoy to victory. Three points at Turf Moor would correct this and help rebuild “smashed” confidence yet Burnley have happy memories of winning the corresponding match the last time they were in the Premier League. If Ángel di María features, the tight compact ground will provide a memorable backdrop to the debut of British football’s most expensive player. Jamie Jackson",2014-08-29,burnley,man united,https://www.theguardian.com/football/2014/aug/29/burnley-manchester-united-match-preview
E0,2014-08-30,everton,chelsea,3.0,6.0,A,1.0,2.0,A,J Moss,17.0,12.0,7.0,8.0,7.0,16.0,8.0,2.0,1.0,3.0,0.0,0.0,3.75,3.3,2.2,3.5,3.3,2.2,3.6,3.3,2.0,3.5,3.4,2.2,3.79,3.33,2.19,3.6,2.88,2.25,3.5,3.4,2.1,3.7,3.4,2.15,50.0,3.84,3.56,3.5,3.31,2.22,2.15,47.0,2.19,2.07,1.81,1.75,22.0,0.25,2.09,2.01,1.9,1.86,4.36,3.49,1.98,"Roberto Martínez claimed his first league win as Everton manager against Chelsea, the victory arriving in the second home game of last season following three draws. After two draws so far, both a consequence of conceding late goals, he will be hoping for a repeat with the ex-Chelsea strikers Romelu Lukaku and Samuel Eto’o in his ranks but this is a far more potent and creative José Mourinho side than the one that arrived at Goodison Park for Eto’o’s debut 12 months ago. Andy Hunter",2014-08-29,everton,chelsea,https://www.theguardian.com/football/2014/aug/29/everton-chelsea-match-preview
E0,2014-08-30,man city,stoke,0.0,1.0,A,0.0,0.0,D,L Mason,16.0,7.0,2.0,2.0,14.0,5.0,11.0,4.0,2.0,1.0,0.0,0.0,1.18,8.0,18.0,1.18,6.5,14.5,1.2,5.8,13.0,1.18,7.5,17.0,1.2,7.8,17.95,1.2,5.5,21.0,1.2,7.0,12.0,1.2,7.0,20.0,49.0,1.21,1.19,8.0,7.04,21.0,15.58,37.0,1.6,1.54,2.58,2.44,25.0,-2.0,2.12,2.06,1.92,1.82,1.23,7.14,14.99,"Manchester City have denied rumours of an injury in training to Sergio Agüero but the striker will probably not be in the starting lineup. Even if Agüero is not fully fit, Manuel Pellegrini can still call upon Stevan Jovetic, scorer of two goals against Liverpool on Monday, and Edin Dzeko. Stoke also have strength in depth and Victor Moses, signed by Mark Hughes on loan from Chelsea this week, is expected to be on the bench. Rich Flower",2014-08-29,man city,stoke,https://www.theguardian.com/football/2014/aug/29/manchester-city-stoke-city-match-preview
E0,2014-08-30,newcastle,crystal palace,3.0,3.0,D,1.0,1.0,D,M Jones,18.0,12.0,4.0,7.0,12.0,19.0,11.0,4.0,1.0,3.0,0.0,0.0,1.75,3.75,5.25,1.75,3.5,4.75,1.75,3.5,4.5,1.75,3.6,5.0,1.74,3.78,5.58,1.75,3.2,5.5,1.73,3.6,5.25,1.75,3.6,5.75,50.0,1.77,1.72,3.8,3.6,5.8,5.22,46.0,2.28,2.18,1.74,1.67,22.0,-0.75,1.97,1.93,2.0,1.95,1.68,3.91,5.91,"Neil Warnock returns to the technical area as Crystal Palace manager for a game Alan Pardew could really do with winning if Newcastle fans are to continue to offer him the benefit of the doubt. Much improved in midfield – where all eyes will be on Jack Colback in the wake of his England call-up – the home side still look lightweight in attack and await their first league goal of the season. Meanwhile Pardew, once a Palace midfielder, has promised to refrain from engagement in touchline disputes with his feisty counterpart. Louise Taylor",2014-08-29,newcastle,crystal palace,https://www.theguardian.com/football/2014/aug/29/newcastle-united-crystal-palace-match-preview
E0,2014-08-30,qpr,sunderland,1.0,0.0,H,1.0,0.0,H,R Madley,18.0,16.0,5.0,6.0,8.0,9.0,4.0,6.0,1.0,2.0,0.0,0.0,2.4,3.25,3.3,2.45,3.2,2.85,2.5,3.3,2.65,2.5,3.25,3.0,2.43,3.23,3.35,2.5,2.9,3.1,2.38,3.2,3.13,2.45,3.12,3.4,49.0,2.51,2.41,3.3,3.17,3.4,3.13,40.0,2.53,2.37,1.67,1.57,24.0,-0.25,2.11,2.06,1.85,1.82,2.56,3.28,3.05,"QPR may find themselves short of wing-backs for their 3-5-2 as Danny Simpson and Armand Traoré are thought to be negotiating moves away from Loftus Road and Jack Robinson, recently signed from Liverpool, has been loaned to Huddersfield. Harry Redknapp could have Charlie Austin available again after a thigh injury but his struggling side will be facing a fully fit Sunderland squad. Rich Flower",2014-08-29,qpr,sunderland,https://www.theguardian.com/football/2014/aug/29/queens-park-rangers-sunderland-match-preview
E0,2014-08-30,swansea,west brom,3.0,0.0,H,2.0,0.0,H,P Tierney,15.0,16.0,8.0,2.0,10.0,8.0,0.0,7.0,1.0,2.0,0.0,0.0,1.85,3.6,4.75,1.85,3.4,4.2,1.8,3.5,4.2,1.85,3.6,4.5,1.88,3.66,4.67,1.91,3.1,4.5,1.83,3.5,4.5,1.91,3.6,4.5,50.0,1.91,1.85,3.7,3.51,4.9,4.47,46.0,2.05,1.95,1.92,1.83,23.0,-0.5,1.88,1.84,2.08,2.04,2.02,3.5,4.16,"Swansea are expected to field their new recruit, Federico Fernández, from the outset and he will be tasked with containing West Bromwich Albion’s record signing, Brown Ideye, although he will be spared having to face Georgios Samaras as well – the Greece striker is still lacking match fitness. Albion will be hoping to improve on their record of four defeats in six Premier League games against Swansea. Rich Flower",2014-08-29,swansea,west brom,https://www.theguardian.com/football/2014/aug/29/swansea-city-west-bromwich-albion-match-preview
E0,2014-08-30,west ham,southampton,1.0,3.0,A,1.0,1.0,D,M Dean,4.0,18.0,2.0,8.0,11.0,13.0,2.0,9.0,2.0,1.0,0.0,0.0,2.8,3.4,2.7,2.6,3.2,2.7,2.5,3.3,2.65,2.75,3.25,2.75,2.8,3.43,2.69,2.9,2.8,2.75,2.75,3.25,2.6,2.8,3.3,2.75,50.0,2.9,2.73,3.5,3.26,2.76,2.65,46.0,2.14,2.04,1.87,1.77,27.0,0.0,2.03,1.96,1.94,1.89,3.35,3.31,2.36,"For Sam Allardyce the international break cannot come soon enough – West Ham have five players out injured and another, Diafra Sakho, doubtful with a back problem. Several of them are expected to return when the top flight reconvenes on 13 September but for now the West Ham manager will have to make the best of what he has against Southampton. The visitors are missing Jay Rodriguez but most of the rest of their new-look squad are available. Rich Flower",2014-08-29,west ham,southampton,https://www.theguardian.com/football/2014/aug/29/west-ham-united-southampton-match-preview
